HITId,tweet,class,class2,rand
436,@user ah ouais jsavais pas t'as vecu ça jte l'avais dit d'arrêter ce jeu sale mongol en plus la gow l'air archi fraiche,1,1,0.393382069
1595,@user j'aurais dis pareil avc les renois t'aurais rep la meme?,2,2,0.393491645
3335,@user @user @user 2) confusion volontaire entre violence et légitime défense et entre… @url,1,1,0.393712847
1933,@user @user @user ok mais les renois et rebeu sont dure en général avec leurs enfants.,1,1,0.393725421
3831,@user @user c’est même pas une arabe déjà et va gérer tes propres sœurs avant de vouloir gérer cel… @url,1,1,0.393797744
3834,@user @user @user @user @user @user @user c une attardé… @url,1,1,0.393984019
3733,@user vive le front national !!!!!!!!!!!!!!!!!!!!!,1,1,0.394088486
3267,@user @user @user @user des attarde qui comprenne pas yen beaucoup trop,1,1,0.394141457
3307,@user @user ballon d'or c'est sur l'année 2018 mongol,1,1,0.394724573
3261,@user @user alors ouvre pas trop ta gueule. parce que ici qui besoin d'une substitution la vi... @url,1,1,0.394775132
1530,répondons légitimement à @user que l’esclavage commis par les arabes date de 860 pas de 1950 et que tout… @url,2,2,0.395075476
571,@user mongol demais,1,1,0.395124863
3835,@user #stop aux complots #stop aux guerres des intÉrÊts economiques &amp; politiques #stop aux machiavÉlisme.… @url,2,2,0.395552148
1511,bizarre je croyais que c'était que les arabes qui faisait ça selon certains @url,1,1,0.395731816
1583,@user @user @user m'a traitée de sale arabe. de sale blanche aussi.alors je sais pas où e… @url,2,2,0.395789169
3759,@user @user @user @user et c’est à paris bravo le migrants africains aucune éducatio… @url,1,1,0.39582414
20,glik tu es un gros mongol,1,1,0.396152293
1103,@user @user d’accord l’attarde du village allez retourne forniquer avec ses cousins,1,1,0.396167232
740,@user le gars est un mongol pour twteet ça xd tout le monde le sais en plus :),1,1,0.396199339
2723,clairement et « trisomique » ou « mongol » aussi merci ^^ @url,1,1,0.396237984
1317,@user viens snap mongol fait un audio,1,1,0.396388313
3653,@user va espérer que ce soit fnac qui soit complètement attardé et que banque bien compris que j'ai… @url,1,1,0.396566424
3303,@user @user @user @user il faut vraiment être attardé pour tolérer l'intoléra… @url,1,1,0.396986673
3326,@user @user @user ferme ta bouche le petit bourgeois gauchiste n'a pas besoin de ta propagande.,0,1,0.397021847
2683,@user @user oush. ta mongol é.,1,1,0.397176901
1083,@user quel moment j'ai parlé de rami ptn?? je te parle d'amavi t'es mongol ??,1,1,0.397234155
3168,alberto il fait des cc mais c'est même pas en réponse à son sondage un vrai mongol,1,1,0.397321078
3574,@user @user @user l'islam n'est pas le terrorisme....mes tous les terroristes pratiques l'islam.... attentats islam....,0,1,0.397369362
3955,@user vous utilisez un média (twitter) dont la violence est coutumière. quittez le réseau et vous serez tranq… @url,2,2,0.397729832
3191,1 - que des prénoms arabes.,0,1,0.397933868
141,quand croise des rebeus,1,1,0.398807866
861,une fois une sud-africaine m'a lâché un mais t'es pas africaine dégage tlmt sale parce que j'ai dit l'être bc ou… @url,1,1,0.399345207
3952,@user vu qu'aujourdhuit les extremiste ne peuvent plus dire sale arabe ou noir les extremiste disent jai… @url,2,2,0.399407264
2268,@user @user @user attends. c'est un gauchiste qui parle de fragilite? les memes qui pleuren... @url,1,1,0.399553489
1361,@user @user @user le désastre 68tar interdit d'interdire  pensez gauchiste pour mieux trahir un peu… @url,2,2,0.39955907
3786,@user @user @user et bien entendu les clandestins et les migrants qui traversent les feu-frontières eur… @url,1,1,0.399647048
2282,au nom d'allah c'est le même tweet sur les renoies ça fait scandale ! et sah évoluez sur twitter avec vos préjugés… @url,1,1,0.39974691
3555,@user @user l éducation gauchiste de l enfant roi ...,2,2,0.399914448
2300,@user c'est donc ca le secret de la beaute et du bonheur eternel,0,1,0.399927563
2826,tous les aigris les fachos les libéraux de tous ordres et les rageux. vous avez un pays assez grand pour accuei… @url,1,1,0.400076033
1035,pk ce genre de tweet c tjr rédigé par des rebeus mdr @url,1,1,0.40167351
3795,@user @user y’a quoi de raciste ? :) en mode g dis les renois c tte des pûtes,1,1,0.40176849
1229,- grèce : augmentation du nombre d’enfants réfugiés et migrants,2,2,0.401957137
1732,le terrorisme est condamné par tout dans le monde.,1,1,0.402221926
2999,@user 2.. maintenant si ça vous préférez le communiste extrêmemiste mélenchon la folle le pen le gauchiste bé… @url,1,1,0.402247869
1926,@user @user @user tu peux te la carrer où je pense ton empathie de gaucho attardé.,1,1,0.402529604
2783,@user dis toi j'essaie de faire un meme de moi même je suis un attardé,0,1,0.402993069
245,#migrants à cergy:dans la rue nus agressant sexuellement les femmes les battant quand elles refusent:ca est:le… @url,1,1,0.403633293
2439,les partisans : récit d'une dérive gauchiste (par ilian karst) @url via @user,1,1,0.403646117
2109,jbrise les rapports comme les renois de stamford bridge,1,1,0.404154105
524,plus les enfants réfugiés sont diplômés plus ils développent :,2,2,0.404290724
4001,@user oui comme vous dites. apres je vous rassure je ne suis pas un islamo-gauchiste je ne nie pas l'antisem... @url,1,1,0.404546923
1667,@user sale juif,1,1,0.404593722
2583,@user les ultra-religieux n'ont rien contre le viol! mais contre l'avortement!,0,1,0.40464963
3084,donc là mère viens de m'insulter de sale arabe de merde ptdr en est là @url,1,1,0.404735557
2049,les renois leur technique de drague c'est que l'humour si ils voient que tu rigoles pas ils te next direct,1,1,0.404850519
3054,sur @user valéry ridde chercheur explique à @user comment rendre plus efficace l’aide au dévelo… @url,1,1,0.40492511
2254,pour le monstrueux meurtres des enfants dans une école juif ✡ la journaliste r. d. nous l'avons pas trop entendu mê… @url,1,1,0.40510478
2113,« sale arabe »: un ex-policier condamné pour agression au couteau @url @url,1,1,0.40600723
1721,islam-&gt;islamisme-&gt;terrorisme. @url,1,1,0.40605491
3472,@user sale richou,1,1,0.406073383
3918,@user et pour qu’on s’attarde sur sa coupe plutôt que sur son genou en mousse,2,2,0.406237656
1020,@user je suggère que le place dans un centre hospitalier spécialisé pour attardé,1,1,0.406502588
2899,il est attardé??? @url,2,2,0.406542783
2694,verratti encore attardé mental hier.,1,1,0.407116654
1508,les bobo gauchiste de paris il font que la merde mais vu qu'il donnent un nom anglais au concept sa passe l'upcycli @url,1,1,0.407444481
989,@user il m'a dit elle est ou ton étoile sale juif? xd,0,1,0.407493144
3942,@user ouais clairement et surtout que ca sera que scientifique,2,2,0.407561127
2196,le pavillon des réfugiés via @user @url,1,1,0.407640591
2030,cette vidéo traumatisante du rituel de coalition mr-nva été censurée de facebook pour « violence extrême » survi… @url,2,2,0.407875574
3746,@user @user @user soutenir la fachosphere qui plus est complotiste drôle de conception du libéralisme.,2,2,0.407964489
1465,#lfauit allez vas tire les larmes... tu crois que le mongol c'est tout rose sa life?,1,1,0.408190484
199,@user @user ostie que t'es mongol,1,1,0.408323025
3339,@user @user ce n’est pas de sa faute : il est attardé.,1,1,0.408378196
3043,j’viens dvoir une conv en deux rebeux sur twitter il taillait un de leur pote rebeu pcq il kiffe les renois. À base… @url,1,1,0.408933413
3745,@user @user @user @user @user @user le psg n'a jamais changer de logo mongol,1,1,0.409218631
2022,@user @user j'aimerais trop mettre un nom sur ça tronche de mongol en fait non pas mongol ce serais fa… @url,1,1,0.40927949
126,alors pourquoi cette condamnation ? la faute à une justice « gauchiste » à de mauvaises fréquentations ?! vous ête… @url,1,1,0.40932833
2257,@user 1 mongol,1,1,0.409391663
2307,rt @user @user le deni de realite qui definit pratiquement la pensee gauchiste prend l'allure d'un delire psychiatrique,1,1,0.409498352
799,@user vous êtes fatiguant donc dit fermer sa bouche grr le blackos en face lui normal porte tee shirt bande de faux dérch,2,2,0.409682031
311,@user @user ps mais el acquiaissais tout ce qu'el disait el disait à la russe laisser tomber faut ps par… @url,2,2,0.409794011
3758,@user @user @user @user @user 3/par rapport à l'avortement ne peut pas être simp… @url,1,1,0.410213514
295,il sauvé un être tres cher à moi de la maladie. le croyait mort. mais je sais que c’est dieu qui l’a ramené à… @url,1,1,0.410361847
1843,et pour les ultra conservateurs tout ce qui est à gauche des républicains est un gauchiste.,1,1,0.410500222
3356,@user @user et un mongol consanguin incapable de réfléchir par lui même comme il en pullule désormais sur la planète.,1,1,0.410644461
3178,que foi mongol @url,1,1,0.410719923
71,ce n'est pas seulement à #chateaurouge l'avancée de l'immigration et de l'islamisation sont visibles dans nos rues… @url,1,1,0.410782407
2397,selon les chercheurs les #jeuxvidéo peuvent réduire la violence chez les jeunes. au royaume-u…,1,1,0.410879197
2187,@user ah bah j’ai rien dit t’es bel est bien attardé bravo à toi,1,1,0.411607653
1980,@user @user et les hommes qui meurent du fait de la violence conjugale? elle en parle ? car sur 5 personnes… @url,2,2,0.411928427
3144,@user @user des petits gestes tout petits gestes,2,2,0.411968641
1635,@user @user en plein shabbat aurait crié : « il faut tuer tous les juifs. »antisémite complotiste et… @url,1,1,0.412354585
307,@user @user grosso modo les ouïghours sont un peuple turc (ou turco-mongol) et musulman. bien s… @url,2,2,0.412763098
337,les #migrants traversent la mer et trouvent les aides sociales…,1,1,0.412950275
3456,@user @user je joue à pubg depuis sa sorti petit mongol 0 rapport pubg comme tout les jeux avec des sk… @url,1,1,0.413580185
831,elle quand même comparer le fait de bouffer de la viande à la suprématie blanche ! alors mes rebeus et renois… @url,1,1,0.413705095
3434,@user @user en mode tu vas faire quelque chose contre ce grand renois d'1m90,1,1,0.414292639
140,tout comme l'allemand mène au nazisme quel attardé ce mec @url,1,1,0.414306024
1568,@user quand il parle des supporters des ultras il est dans un délire c’est grave ce mongol,1,1,0.414341896
1656,ton type de gars? — les renois @url,1,1,0.414385403
1207,@user @user elle peut fermer sa gueule l’avocate gauchiste. elle dit que des inepties pas de b… @url,1,1,0.414474642
583,@user @user flagrant délit de militantisme gauchiste !,1,1,0.414711252
3744,@user sale féministe,1,1,0.415029419
2319,@user @user @user les premiers fasciste ce sont eu les soit disant gauchiste qui ne font qu... @url,1,1,0.415780996
3285,@user j’aimerais que l’on s’attarde sur ta tête qui est juste sublime,2,2,0.416622847
2422,les rebeus teinture blond platine en boîte ils ont pas l'air d'être trop dans l'islam,1,1,0.416668419
1121,« les petites blanches » ptdr s’ils savaient que dans le lot y’a des giga arabes et renois encore plus fan @url,2,2,0.41668144
2371,Ça c’est sonia quand elle est au quartier avec tous les mecs rebeus &amp; renois @url,1,1,0.416709962
654,@user @user hey es mongol ou quoi? parle de meurtres,1,1,0.417428616
852,g 1 torticoli ca fait depui cmatin g la tête penchee sur la droite dirait 1 mongol,1,1,0.417461526
2760,pas 1 mongol pour crier de la merde  #muneve,1,1,0.417540644
2878,l’allemagne gangrenée par des clans mafieux arabes. et cet article ne parle pas des mafieux albanais et surtout de… @url,1,1,0.417570467
3375,@user @user @user c grave chaud zebi mais comme d'hab ya un gros mongol qui creer des comptes pr voter contre moi :c,1,1,0.417611172
945,@user ptdrrrr eh j’ai explosé kenny c’est un attardé @url,1,1,0.418183689
2519,quand je vois que la cagnotte pour aider les enfants réfugiés qui dorment deh…,2,2,0.418209044
1735,@user @user toi tu es un sacré débile mentale. pas étonnant que tu aies le logo des fachos du prin… @url,1,1,0.41838245
417,@user j'crois j'suis attardé ++ mais rassurée moi c'est pas vivant ça ? ont à tous déjà vue la pub à la télé… @url,2,2,0.41874675
793,ah oui et la presse française va continuer d'expliquer qu'un arabe criant allahu akbar en tuant un mécréant n'est… @url,0,1,0.418980799
3085,@user au lieu de vivre avec le seul et devenir un media d'attardé soulevez l'exploit... vous vous astiqueriez… @url,1,1,0.419179557
635,@user @user ostie d’mongol maudit niaiseux tabarnak,1,1,0.419281749
2659,l’année dernière pdt l’hiver je prenais le bus et il fesait grave froid t’avait 2 petits renois qui attendait à l’a… @url,1,1,0.419295533
2706,heetch mamadou ntm tes un ptn de mongol tt le trajet jvoulais te cracher la gueule fdp,1,1,0.420059426
221,les chasseurs cette annee c'est des attardé ou quoi que des dingueries....mais bon tant que c'est pas des noirs ou… @url,1,1,0.420856192
975,@user cala-te mongol,1,1,0.421075616
1820,@user mais cette bobo parisienne gauchiste serieux ses problemes s'en fout ya beaucoup plus important que le... @url,1,1,0.421354518
1284,la fachosphere ete inventee par la conosphere gauchiste cours d'arguments. la survie qu'on peut.nla cgt ap @url,1,1,0.421481952
1404,@user alors déjà oui pck t’mavais pris pour un mongol et de 2 crois pas j’ai oublié ton tweet ou t’as di… @url,1,1,0.422010989
1725,@user @user merci merkel et l'ue qui préfère le migrant sans papier qui lui n'est même pas expulser ....bizarre ces gens,1,1,0.422109405
3669,@user la logique des religieux : contre le droit à l’avortement mais contre la pma : « on veut que les enfan… @url,2,2,0.422227194
2515,@user en gros sur twitter tu dis t’aimes les renois mais tu vas au ciné avec des blanches au final enfin bl… @url,0,1,0.422289261
1468,le truc qui fait polémique en se moment la de Éric zemour est l'autre meuf la renois franchement truc de polémique pour rien,1,1,0.422824468
2526,@user @user @user la majorité des shiites ne sont pas des arabes.,1,1,0.423051583
209,@user la vraie question est: la france veut-elle encore un peu plus de violence !?,2,2,0.423114411
2346,@user colé que eras mongol,1,1,0.423448171
842,mongol. @url,1,1,0.423627904
845,contre l'immigration et l'islamisation de la france la seul parti qui défend la france c'est le rn (et dlf) @url,0,1,0.423756965
386,ptdrr qu'est ce qui raconte cet attarde encore ? il parle de mon quartier comme si c'etait l'anarchie j'pleure  @url,2,2,0.423893908
785,rt @user @user aaaargh pardon pardon encore un reflexe de gauchiste !,1,1,0.424391998
819,grace dieu l été est finie verra - de renois et de rebeux blonds !,1,1,0.425093382
2050,pauvre type attardé va donc te cacher tu n'es rien . vive la police @url,1,1,0.425176954
1909,quel peuple d’attardé @url,1,1,0.425296306
2119,@user lui est un gros mongol du point de vue l'intelligence.,1,1,0.425534588
3114,@user ouai mais mon nain est un gosse attardé jvais éviter dempirer son cas ;^;,1,1,0.425638019
88,euthanasie avortement peine de mort #pma #gpa la société contre la vie bat son plein et le diable vous embra… @url,2,2,0.426078238
3617,@user moi j'ai trouvé qu'il avait l'air un peu attardé..,1,1,0.426088449
3642,@user @user et musulmans c est vaste terrorisme voile religion fiché assise sur l islam langue… @url,0,1,0.42622831
518,ah pprt vai tomar cu mongol @url,1,1,0.426312889
2946,@user ah enfaite non y’a raison j’avais pas lu le entre parenthèses ! c’est un attardé,1,1,0.426316191
2651,@user c'est ça les mariage rebeus :/,1,1,0.426885662
3011,les rebeus formées dma tl la restez trql il est mineur jcrois @url,1,1,0.426974664
2579,@user c’est un attardé la vérité tu te souviens en 2015 quand se fait sortir contre la juve le nombre d’occa… @url,0,1,0.427121285
1718,@user @user @user il serait:anti islamisme (anti radicalisme terrorisme extrémisme) ou anti i… @url,2,2,0.42739405
1618,il est temps d’en finir avec la délinquance et l’hyper-violence et d’en finir avec les barbares qui s’attaquent au… @url,1,1,0.427509287
2107,ouais les immigrés ils nous piquent notre boulot mais t'es au chômage depuis 12 ans de quel travail tu parles mongol,1,1,0.427860071
490,@user en meme temps en 1 h de cours l'arabe c'est appris ! wesh wallah nick ta mère la pute sale franssé mo… @url,1,1,0.427990415
3404,@user @user orthographe très bancale théorie du complot anti linky et anti vaccins. tient un bon spécimen là,1,1,0.428238382
2719,@user des voleurs certains sale arabe mdrr,1,1,0.428288
3527,@user @user @user pas faute si t'es un putain de trou du cul doublé d'un attardé fini,1,1,0.428322578
3306,@user le racisme c le racisme pas votre définition gauchiste et piteusement soumise aux racialistes et indigénistes .,1,1,0.428383991
321,@user je vois donc être contre l'avortement c'est être contre la liberté de la femme ? cela n'a aucun rapport… @url,2,2,0.428408072
3430,@user surtout les noirs et les arabes au pire ils auront leur entretien mais qd le mec verra leur tête à ce m… @url,2,2,0.428503216
616,sans doute direz vous que c'est un peu fleur bleue post soixante-huitard attardé que c'est une goutte d'eau q… @url,1,1,0.428579382
225,@user @user tu plus fait pour la communauté musulmane rohyngia que tous les dirigeants arabes réunis… @url,2,2,0.428903578
2213,@user oui j'imagine... courage udc99 nil m'a pas directement envoye la photo j'ai eu cette chance,2,2,0.429365585
1491,j’aime trop la couleur que j’ai faite à mes cheveux j’ai l’impression qu’on s’attarde moins sur gueule ça rattrape le coup,2,2,0.42989035
968,@user @user parl mieu sal attardé,1,1,0.430246432
1134,@user les rebeus elles sont quand même mieux comme ça que sous le niqab !,1,1,0.430253198
3461,@user toute une categorie de gauchiste sont imbibes de moraline bourgeoise.,1,1,0.430545371
1373,@user @user justement ils comprennent pas ces gens la que les vaches sont crees pas l'homme et que... @url,2,2,0.430593214
499,les maires de loire-atlantique sollicités pour accueillir des réfugiés @url,1,1,0.430647124
3148,le harcèlement et la volonté de chasser les familles de déplacés #tutsi s'observe de plus en plus et est le plus s… @url,1,1,0.430703545
1340,j’ai la haine jtentre des cours là sur le pont y’avait deux rebeux en voiture ils m’ont fixé jlai regarde ils ma… @url,1,1,0.430869485
443,@user et dit mongolien pas mongol tête de noeud,1,1,0.430899966
1352,@user vai dormir mongol,1,1,0.430958636
1213,@user la fameuse intimidation de phasme de 60 kg de la crasse gauchiste. @url,1,1,0.431127777
1467,-sale arabe:… @url,1,1,0.432260837
1683,regardez juste les réponses qu’ils donnent dans les commentaires cet attardé mental que des trucs genre « ptdr »… @url,1,1,0.432561197
1309,donc elle viens d'insulter les arabes de fdp mais tu propose encore tes bras ?? mdrrrr passe à la maison que je t'e… @url,0,1,0.43280935
3615,@user @user et bien sur aucune reponse intelligente de la part des gauchistes #fbpe gauchiste macronis... @url,1,1,0.432863582
1077,adel que il trouve des perles dans la catégorie attardé de l’année et jtombe tjr avec lui,1,1,0.433259983
2968,l'aquarius cherche un port pour accoster avec 11 migrants libyens @url via @user,1,1,0.433391041
1983,pas mal de rebeus et de renois qui se sont réjouis que bassem se fasse pincer par la dilcra. sauf que c'était p… @url,2,2,0.433794502
3667,@user mais mec ta 3 de qi ou quoi ? c'est pas les rebeus qui se considère pas occidentaux mais les blanc qui… @url,1,1,0.433846389
2070,@user bora mongol,1,1,0.433890355
1602,l'afrique est désertique,1,1,0.434075817
3781,@user @user ta storie sale arabe avec le chien jme suis pissenlir dessu hewombereee,1,1,0.434317993
1951,ce n'est pas un affreux gauchiste qui dit ça mais un universitaire très mesuré. @url,1,1,0.435168969
1740,avant la prison le point commun entre les terroristes c’est l’islam.,2,2,0.435172259
3874,@user @user assumer votre responsabilité de gauchiste toujours prêt à trouver des excuses aux délin… @url,2,2,0.435183188
1992,@user mentalité de mongol,1,1,0.435232484
3560,@user @user @user nique tes morts sale juif,1,1,0.435323025
3079,triage des migrants: [@user je parie un triage sur le volet des migrants autorisés et une forte présence policière....],1,1,0.435724549
3398,@user un homme sale vieux rebeu mdr,1,1,0.435769365
2280,rt @user la fachosphere ete inventee par la conosphere gauchiste cours d'arguments. la survie qu'on peut.nla cgt appelle ne,1,1,0.435804296
2880,@user barakaallah ou fik ! les arabes de services sa va 2 minutes. se foutre de la gueule de son bled c… @url,1,1,0.437242897
629,faire un comparatif entre la #shoah des #juifs &amp; l'#invasion des #migrants qui sont pour la majorité #économique es… @url,0,1,0.437300706
3200,j'ai un seul regret mais je m'attarde pas dessus. faut avancer @url,2,2,0.438128669
2506,bassem il fume quand il dit la phrase « black swag de merde (a ne pas confondre avec nos vrais frères renois) »,1,1,0.438133501
2167,j’le suis explosé le pouce comme un mongol,1,1,0.438347021
923,le bonheur va et vient et ne s'attarde pas toujours aux plus méritant mais à ceux qui apprennent à le saisir au pas… @url,1,1,0.438492004
2321,@user mdr en rien je crache sur communauté c’est juste les seuls fois où je vois les meuf renois sur twi… @url,2,2,0.438667734
3645,@user @user @user fait un sondage si tu veux ;) seuls les arabes et les noirs aiment et portent le… @url,1,1,0.438837737
63,@user mathilde c est normal il bien une tète intello attardé !doux baisers,1,1,0.439003907
3172,les renois: c’est quoi être à l’heure ?    les autres dites rien,1,1,0.439016754
913,bon anniversaire attardé mental de kiki,1,1,0.439132427
308,@user @user @user ouais bien sur et j met chaussure gauche au pied droit jui pas un attarde non plus fdp,1,1,0.439134559
1734,que tu sois pour ou contre l’avortement c’est le droit de chacun mais ne doit pas mêler ses convictions personne… @url,2,2,0.439577498
1917,@user la sphère médiatique c est de la merde et des vendu comme tout les sale noire et arabe qui passe à la… @url,1,1,0.439722246
1407,il lui faut un foursome avec quatres renois à celle là @url,1,1,0.439745217
1550,jsuis en larmes c qui cet attardé mental @url,1,1,0.439788196
2534,«l’antisémitisme est une expression (...) de la part malade de l’âme humaine. il canalise sur une communauté partic… @url,1,1,0.439931972
409,@user @user oh mon dieu non pas le bloquage supreme @url,2,2,0.440185807
3824,@user @user la bonne blague. l'esclavage arabo-musulman le terrorisme et l'islamisme c'est déjà pas mal comme dégâts.,0,1,0.440650561
3707,@user @user « @user islamo - gauchiste ? »,1,1,0.440906503
2085,@user mdrr bah non ah je sais pas trop je t'avoue que je m'attarde pas trop sur leur profil haha,2,2,0.441004065
917,@user @user @user @user @user fallait oser rapprocher philippe gauchiste cach… @url,1,1,0.441345233
641,mon dieu j’suis complètement attardé c’est quitte ou double la,2,2,0.441396147
230,@user @user @user oui mais ce sont les juifs ashkénazes qui ont un qi moyen très élevé et qui ont p… @url,2,2,0.44177502
67,@user @user @user de plus la majorité des migrants venant en france ne cherchent pas du tout le n… @url,2,2,0.441979074
2615,d'après @user la police ferait mieux son travail s'il avait plus d'arabes et noirs parmi les policier… @url,0,1,0.442233835
9,@user @user mytho t'as juste voulu te faire ken par les renois de ton lycée ils ont pas voulu de to… @url,1,1,0.442346131
3126,mur anti-migrants au sahara : l'idée renversante de trump @url,2,2,0.442397724
5,eh les renois faut se réveiller la @url,2,2,0.44244085
2656,mais trop tentant de chambre le fan du mongol brésilien après cette distasterclass,1,1,0.442535642
182,@user vive les rebeus @url,2,2,0.442681236
789,@user pareilj’aime pas voir les gens malheureuxmême ceux que je connais pas vraimentje m’attarde toujours u… @url,2,2,0.443203158
3119,@user pas mal balance aussi les meme en dessin pour attardé la jsp si tu voit,2,2,0.443226333
1414,@user gros mongol va 5 ans d’âge mental mdrr,1,1,0.443232835
2875,@user c'est pourtant ce que signifie votre tweet dans lequel vous traitez de «mongol» quelqu'un qui relève qu… @url,1,1,0.443244803
1303,#cavous après 60 ans de sale nègre sale bougnoule sale melon sale arabe il est temps de parler un peu de racisme,1,1,0.44345062
3826,@user @user es vraiment un mongol c est card c est pour 5 euros qu il faut demander,1,1,0.44471201
3530,@user petit mongol apprend à parler comprend rien,1,1,0.444818878
1173,j’ai été remplacé par un autre renoi dans les snaps d’une sale algérienne,1,1,0.444950751
2480,@user @user @user allez un attardé signaler et bloquer @url,1,1,0.445119269
876,@user jte jure mdrrr c'est quoi cet attardé,1,1,0.445355819
934,@user @user tant d'imbéciles ne réalisent pas à quel point l'invasion arabo-musulmane de l'europe peut être dangereuse.,0,1,0.445576712
920,@user mais soma gros mongol cinnamon c’est quoi?,2,2,0.446143936
836,ce sont tes frères qui veulent tabasser des renois car leur sœur sont attirées par des renois n’inversons pas… @url,1,1,0.446263878
3176,jcroi les rebeus ils sont pas courant que ya pas qu’eux qu’ils sont muslim en fait,1,1,0.446385876
1041,contre l'avortement soutenons le docteur bertrand de rochambeau @url,2,2,0.446421345
1515,c'est quoi un bobo gauchiste — un mec qui se relaxe devant quotidien qui écoute du « jul » seulement pour se donne… @url,2,2,0.446467801
3440,@user et toi sale arabe non? personne veut de toi t’en trop marre de bz des chèvres ? donc ta la haine que on… @url,1,1,0.446927914
1535,une allemande rompt la spirale du silence. propos du #terrorisme #intellectuel des politiques et des #média et l… @url,1,1,0.44735478
2241,@user jc pa jc juste que les anciens que jconnais les rebeux c raciste renois alr que ls anciens renois ils sen foutent,2,2,0.447664478
3884,@user enfin je dis ca c'est plutot de notoriété publique que je suis un turbo-gauchiste. mais même là ca re… @url,2,2,0.447812433
2665,mare des repat comme ceci la cantine serieu ras le bol ces degueulasse et en plus les africain prefere mourir dan… @url,1,1,0.448187829
2485,par ailleurs donner des leçons de militantisme lgbti quand est dans un parti complotiste qui fricote avec l'ext… @url,2,2,0.448256604
2059,@user il est tellement etrange comment la gauche soit disante progressiste feministe et pro-lgbt est devenu… @url,1,1,0.448359566
634,j'attends la propagande gauchiste qui va balancer que l'extrême droite contribué à la monté en popularité de cet… @url,1,1,0.448380647
3735,@user ptddr pour être le plus bo des rebeus le monde chico ridfus gansta la fin il va dire je te fais qu… @url,2,2,0.44869086
